,pos,pos
1195947,pos,pos
837761,pos,pos
801634,pos,neg
911375,pos,pos
911377,pos,pos
911376,pos,pos
911379,pos,pos
675346,pos,pos
1667528,pos,pos
698426,pos,pos
1220206,pos,pos
773378,pos,pos
773375,pos,pos
773372,pos,pos
799114,pos,pos
799110,pos,neg
1609706,pos,pos
1024273,pos,neg
1169679,pos,pos
1103292,pos,pos
1053314,neg,pos
1159906,pos,pos
1156838,pos,pos
1159901,pos,neg
1733827,pos,pos
810516,pos,pos
644428,pos,pos
1150627,pos,pos
611804,pos,neg
1750870,pos,pos
1750877,pos,pos
1399832,pos,pos
1087902,pos,pos
906809,pos,pos
1750878,pos,pos
1087906,pos,neg
1116603,pos,pos
981960,pos,pos
1103294,pos,pos
1192349,pos,pos
1207499,pos,neg
1546675,pos,pos
695677,pos,pos
695671,pos,neg
1192340,pos,pos
1192343,pos,pos
1742919,pos,pos
1113276,pos,pos
1113279,pos,pos
1542560,pos,pos
1153905,pos,pos
796934,pos,neg
796930,pos,neg
917431,pos,pos
1068033,pos,pos
796933,pos,neg
864804,pos,pos
1531428,pos,pos
916748,pos,pos
1790301,pos,pos
913996,neg,pos
916747,pos,pos
640427,pos,pos
913991,pos,neg
913990,pos,pos
1271468,pos,pos
1398305,pos,pos
1398304,pos,pos
1398307,pos,neg
1012734,pos,pos
1012732,pos,pos
1701191,pos,pos
914063,pos,pos
1256535,pos,pos
955054,pos,pos
1123268,pos,pos
751454,pos,neg
1401158,pos,neg
1134843,pos,pos
1330550,pos,pos
1134841,pos,neg
1468049,pos,pos
1012889,pos,pos
1012883,pos,pos
1701443,pos,pos
1701445,pos,pos
789839,pos,pos
917292,pos,pos
1085886,pos,pos
1085881,pos,neg
1447737,pos,pos
1193435,pos,pos
1197390,pos,pos
1193432,pos,pos
1197392,pos,neg
617840,pos,pos
1089710,pos,pos
617848,pos,pos
825850,pos,pos
825851,pos,pos
1636352,pos,pos
1081414,pos,pos
1668622,pos,pos
1668626,pos,pos
1421460,pos,neg
1000305,pos,pos
867574,pos,pos
646116,pos,neg
1000301,pos,pos
646111,pos,pos
1541648,pos,pos
1597078,pos,pos
1203493,pos,neg
796063,pos,pos
796060,pos,neg
796061,pos,pos
1798488,pos,pos
796065,pos,pos
696933,pos,pos
1590481,pos,pos
928197,pos,pos
696930,pos,pos
1160731,pos,pos
696936,pos,pos
1418481,pos,pos
928192,pos,neg
1590488,pos,pos
1018567,pos,neg
1793455,pos,pos
1409301,pos,neg
1065317,pos,pos
1065316,pos,pos
1642332,pos,pos
1065310,pos,neg
1065318,pos,pos
1197974,pos,pos
1838904,pos,pos
767816,pos,pos
1655061,pos,pos
767814,pos,pos
1056443,pos,neg
989806,pos,pos
989804,pos,pos
989805,pos,pos
1480692,pos,pos
1041453,neg,pos
1462747,pos,pos
686639,pos,pos
1041457,pos,pos
1046487,pos,pos
1046488,pos,pos
1651764,pos,neg
1651760,pos,pos
1082143,pos,pos
1426116,pos,pos
1311877,pos,pos
1050134,pos,pos
618957,pos,pos
1579294,pos,pos
715646,pos,pos
1361116,pos,pos
1718692,pos,pos
618958,pos,pos
1474694,pos,pos
1625729,pos,pos
1474693,pos,pos
1035423,pos,pos
700242,pos,pos
828723,pos,pos
828722,pos,pos
1698808,pos,pos
1749850,pos,pos
1842376,pos,pos
1217815,pos,pos
1004535,pos,pos
838159,pos,pos
1509695,pos,pos
1509693,pos,pos
696611,pos,neg
1112495,pos,pos
1594835,pos,pos
1594837,pos,pos
651181,pos,pos
1002278,pos,pos
937485,pos,pos
778812,pos,pos
1272285,pos,pos
965870,pos,pos
1494831,pos,pos
983959,pos,pos
1561209,pos,pos
935880,pos,pos
935883,pos,pos
935885,pos,pos
942039,pos,pos
1012078,pos,pos
1300220,pos,pos
1128560,pos,pos
835869,pos,pos
1606866,pos,neg
835860,pos,pos
835861,pos,pos
1233672,pos,pos
835865,pos,pos
940870,pos,pos
703579,pos,pos
1117166,pos,pos
703573,neg,pos
703571,pos,pos
703577,pos,pos
889803,pos,pos
1767113,pos,pos
875999,pos,neg
1275154,pos,pos
1275150,pos,neg
875990,pos,pos
1196865,pos,pos
876942,pos,pos
876943,pos,neg
988204,pos,pos
1305768,pos,pos
876945,pos,pos
1305764,pos,pos
1080736,pos,pos
1684601,neg,pos
573882,pos,pos
573880,pos,neg
1802180,pos,neg
1149089,pos,pos
1149082,pos,pos
1149081,pos,pos
945454,neg,pos
620896,pos,pos
945453,neg,pos
1809332,pos,pos
1809337,pos,pos
980058,pos,pos
1042835,pos,pos
688904,pos,pos
688907,pos,pos
688906,pos,pos
1844008,pos,pos
1071070,pos,pos
1683389,pos,neg
1463908,pos,pos
1307945,pos,pos
788130,pos,neg
665037,pos,pos
1463905,pos,pos
1186742,pos,neg
1652909,pos,pos
864146,pos,pos
1770593,pos,pos
1710520,pos,pos
1656336,pos,pos
876367,pos,pos
665539,pos,pos
876363,pos,pos
729192,pos,pos
665534,pos,pos
729198,pos,pos
729199,pos,pos
665533,pos,pos
665532,pos,pos
1386877,pos,pos
832848,pos,pos
1177685,pos,pos
822826,pos,pos
1177681,pos,pos
1613070,pos,pos
1177682,pos,pos
1452255,pos,pos
1147730,pos,pos
1147731,pos,neg
1664025,pos,pos
1140101,pos,pos
1454366,pos,pos
1612306,pos,pos
1454363,pos,pos
1454361,pos,pos
742382,pos,pos
1302814,pos,pos
1155103,pos,pos
1762893,pos,neg
1210724,pos,pos
651409,pos,pos
764266,pos,pos
1042833,pos,pos
1047276,pos,pos
1597914,pos,pos
774783,pos,pos
1597910,pos,pos
734691,pos,pos
734693,pos,neg
734697,pos,pos
1766223,pos,pos
1459066,pos,neg
1459064,pos,pos
956176,pos,pos
1609850,pos,pos
956175,pos,pos
1450783,pos,pos
967819,pos,pos
1780026,pos,neg
1780020,pos,pos
734343,pos,pos
829255,pos,pos
734347,pos,pos
1227575,pos,pos
1073435,pos,pos
1073431,pos,pos
740439,pos,pos
1587073,pos,pos
988811,pos,pos
1469084,pos,neg
1519556,pos,pos
1660415,neg,pos
1136921,neg,pos
1708479,pos,pos
1058160,pos,neg
1136926,pos,pos
1825171,pos,pos
1762234,pos,pos
664375,pos,pos
881216,pos,pos
1100365,pos,neg
835003,pos,pos
664378,pos,pos
998584,pos,neg
835004,pos,pos
669535,pos,neg
1511491,pos,pos
1802302,pos,pos
999380,pos,pos
1802308,pos,neg
998630,pos,pos
873282,pos,pos
1450121,pos,pos
998634,pos,pos
873289,pos,pos
942199,pos,pos
1642475,pos,pos
1415191,pos,pos
784577,pos,pos
784575,pos,pos
923262,pos,pos
1142619,pos,pos
1675948,pos,pos
1371145,pos,pos
1142616,pos,pos
1301891,pos,pos
1521039,pos,pos
1746055,pos,pos
1521032,pos,pos
1523762,pos,pos
1344825,pos,neg
685419,pos,pos
685415,pos,pos
685416,pos,pos
1053158,pos,pos
1686145,pos,pos
1328208,pos,pos
951331,pos,pos
884196,pos,pos
1053157,pos,neg
1768579,neg,neg
846251,pos,neg
1454003,pos,pos
668664,pos,pos
963247,pos,pos
668663,pos,pos
1454000,pos,pos
1387641,pos,pos
892757,pos,pos
1387645,pos,pos
1387646,pos,pos
892752,pos,pos
999385,pos,pos
1539455,pos,pos
830062,pos,pos
982178,pos,pos
1702062,pos,neg
1538127,pos,pos
1217052,pos,pos
1395252,pos,pos
1747984,pos,pos
1737990,pos,pos
1737997,pos,pos
604302,pos,pos
1129317,pos,neg
1539456,pos,pos
648456,pos,neg
1539454,pos,pos
648454,pos,neg
612968,pos,pos
1395256,pos,neg
648451,pos,pos
996094,pos,pos
612960,pos,pos
1467865,pos,pos
648458,pos,neg
1395258,pos,neg
644744,pos,neg
1527861,pos,pos
644741,pos,pos
798080,pos,pos
798084,pos,neg
1063055,pos,pos
1063052,neg,pos
1063053,pos,pos
783729,pos,pos
1052683,pos,pos
1052680,pos,neg
1445290,pos,neg
1052686,pos,pos
1052685,pos,pos
1520072,pos,pos
840366,pos,pos
1344180,pos,pos
1502824,pos,pos
728900,pos,pos
1813455,pos,pos
1520078,pos,neg
728903,pos,pos
728904,pos,pos
728907,pos,pos
1389139,pos,pos
648983,pos,pos
1740069,pos,pos
648987,pos,pos
648989,pos,pos
950467,neg,pos
1740066,pos,pos
950462,pos,pos
1740060,pos,pos
1710782,pos,pos
763770,pos,pos
1052351,pos,pos
841942,pos,pos
1293418,pos,pos
1293417,pos,pos
1052358,pos,pos
1036989,pos,pos
845255,pos,pos
874649,pos,pos
1744982,pos,pos
643418,pos,pos
1397668,pos,pos
821515,pos,pos
757440,pos,pos
840094,pos,pos
757444,pos,neg
874645,pos,pos
836436,pos,pos
1365283,pos,pos
1479760,pos,pos
1052688,pos,pos
957966,pos,pos
1445299,pos,pos
1781134,pos,pos
1781135,neg,pos
1781136,pos,pos
1781130,neg,pos
1781132,pos,pos
717477,pos,pos
1817754,pos,pos
1088544,pos,pos
1817750,pos,pos
1141337,pos,pos
643415,pos,pos
1352550,pos,pos
1355016,pos,pos
1147470,pos,pos
1622509,pos,pos
1591515,pos,pos
881551,neg,pos
1591517,pos,pos
1355018,pos,pos
1355019,pos,pos
1824963,pos,pos
1447631,pos,pos
615750,pos,pos
1151164,pos,pos
1824965,pos,pos
763001,pos,pos
1151169,pos,pos
763002,pos,pos
1108270,pos,pos
730461,pos,pos
952959,pos,pos
1415941,pos,pos
946388,pos,pos
763006,pos,pos
722999,pos,neg
1031668,pos,pos
859393,pos,pos
768829,pos,pos
1349869,pos,pos
1349866,pos,pos
1349862,pos,pos
1349863,pos,pos
1349861,pos,pos
915816,pos,pos
727014,pos,pos
1567996,pos,pos
1292456,pos,pos
1580864,pos,pos
1102855,pos,pos
1050440,pos,pos
1050444,pos,pos
1482193,pos,pos
1837804,pos,pos
1837801,pos,pos
1351771,pos,pos
1837809,pos,pos
1394588,pos,pos
722335,pos,pos
722334,pos,pos
796988,pos,pos
792216,pos,pos
722331,pos,pos
792213,pos,pos
722338,pos,pos
696401,pos,pos
1740065,pos,pos
722386,pos,pos
1038323,pos,pos
1638733,neg,pos
1559159,pos,pos
1396982,pos,pos
904991,pos,pos
1719749,pos,pos
1508320,pos,pos
1508322,pos,pos
1559156,pos,neg
1790972,pos,pos
791542,pos,pos
1792182,pos,pos
915712,pos,pos
915710,pos,neg
1295103,pos,pos
797248,pos,pos
1194930,pos,pos
1571820,pos,pos
795654,pos,pos
612190,pos,pos
1194936,pos,pos
795657,pos,pos
742609,pos,pos
1585500,pos,pos
632836,pos,pos
1819501,pos,pos
841940,pos,pos
742601,pos,pos
742600,pos,pos
1395180,pos,pos
742606,pos,pos
1395182,pos,pos
1092078,pos,pos
1196896,pos,pos
791898,pos,pos
1742037,pos,pos
1005971,pos,neg
1747043,pos,pos
1005973,pos,neg
1092077,pos,pos
1190720,pos,pos
1717438,pos,pos
1213065,pos,pos
1530059,pos,pos
836608,pos,pos
1329611,pos,pos
836607,pos,pos
1530056,pos,pos
693572,pos,pos
1717435,pos,pos
857190,pos,pos
1153097,pos,pos
1298766,pos,pos
1298761,pos,pos
1298763,pos,pos
902662,pos,neg
840786,pos,pos
754404,pos,pos
893485,pos,pos
1564901,pos,pos
1180515,pos,pos
810650,pos,pos
752808,pos,pos
1049279,pos,pos
1409566,neg,pos
1049277,pos,pos
1813667,pos,pos
1204626,pos,neg
1620931,pos,pos
1204620,pos,pos
909368,pos,pos
1810487,neg,pos
1047463,pos,pos
1045094,pos,pos
610130,pos,pos
1047466,pos,pos
1548963,pos,pos
1547713,pos,pos
919713,pos,pos
1796988,pos,pos
690000,pos,neg
690002,pos,pos
1813593,pos,pos
621078,pos,pos
1234871,pos,pos
1813598,pos,pos
1599865,pos,pos
851907,pos,pos
1599861,pos,pos
1741073,pos,pos
1530943,pos,pos
1530946,pos,pos
1565747,pos,pos
837260,pos,pos
640091,pos,neg
1492593,pos,pos
672260,pos,pos
640098,pos,pos
1125732,pos,pos
1669344,pos,pos
667592,pos,pos
1580027,pos,pos
1553691,pos,neg
1113336,pos,pos
1010845,pos,neg
1613274,pos,pos
943598,pos,pos
1442459,pos,pos
1310218,pos,pos
1493747,pos,pos
1136112,pos,pos
1668728,pos,pos
742599,pos,pos
823649,pos,pos
1277759,pos,pos
1372794,pos,neg
666826,pos,pos
886624,pos,pos
611265,pos,pos
1271342,pos,pos
1408775,pos,pos
1541715,pos,pos
690235,pos,pos
1298920,pos,pos
835427,pos,neg
1177913,pos,neg
796986,pos,pos
696871,pos,pos
1347939,pos,pos
1007467,pos,pos
647470,pos,pos
1715057,pos,pos
1007463,pos,pos
1007462,pos,pos
916532,pos,pos
1406647,pos,pos
647478,pos,neg
1406643,pos,pos
627828,pos,pos
1532547,pos,pos
1532546,pos,pos
1012968,pos,pos
627820,pos,pos
627826,pos,neg
1578199,pos,pos
1198006,pos,pos
1231967,pos,pos
1335428,pos,pos
1575119,pos,neg
831335,pos,neg
1081596,pos,pos
1081593,pos,pos
1641347,pos,pos
1051189,pos,pos
1174299,pos,neg
1081598,pos,pos
1570696,neg,pos
1474710,pos,pos
998034,pos,pos
1474718,pos,pos
836718,pos,pos
1663408,pos,pos
1125087,pos,pos
1663407,pos,pos
1791648,pos,pos
1546610,pos,pos
1000116,pos,pos
701817,pos,pos
646703,pos,pos
646702,pos,pos
1587898,pos,pos
720786,pos,pos
827609,pos,neg
1533637,pos,pos
1533630,pos,pos
1533632,pos,pos
1426492,pos,pos
1676968,pos,pos
1551453,pos,pos
873919,pos,pos
1721886,pos,pos
922384,pos,pos
1083667,pos,neg
657288,pos,pos
1758633,pos,pos
1721881,pos,pos
926368,pos,pos
955379,pos,pos
1041553,pos,neg
1088541,pos,pos
690829,pos,neg
1696228,pos,pos
1001443,pos,pos
1696224,pos,pos
690822,pos,neg
690820,pos,neg
1124683,pos,pos
1514480,pos,pos
1124688,pos,pos
866122,pos,pos
1420289,pos,pos
1579314,pos,pos
1579316,pos,pos
1324888,pos,pos
1018068,pos,pos
1726287,pos,pos
1643855,pos,pos
1372800,pos,pos
806889,pos,neg
1693339,pos,pos
1372809,pos,pos
1229018,pos,pos
1604809,pos,pos
1577404,pos,pos
577869,pos,pos
1404138,pos,pos
1005697,pos,pos
1005698,pos,pos
577864,pos,neg
942678,neg,pos
577860,pos,pos
1650409,pos,pos
702547,pos,pos
1100441,pos,pos
1761790,pos,pos
1523795,pos,pos
1507080,pos,pos
1488366,pos,pos
1600653,pos,pos
1600652,pos,pos
1600659,pos,neg
1507089,pos,pos
1654899,pos,pos
999844,pos,pos
824608,pos,pos
1512770,pos,pos
1035216,pos,pos
1301341,pos,pos
1759940,pos,pos
1759941,pos,neg
1035211,pos,pos
824601,pos,pos
1454933,neg,neg
1047895,pos,pos
1454931,pos,pos
1048666,pos,pos
1047893,pos,neg
1801072,pos,pos
1457373,pos,pos
1380935,pos,pos
927097,pos,pos
813458,pos,pos
778997,pos,pos
1733968,pos,pos
827558,pos,pos
1557852,pos,pos
597230,pos,pos
1557851,pos,pos
1557856,pos,pos
1733967,pos,pos
1557854,neg,pos
1507330,pos,pos
1411655,neg,neg
1591513,pos,pos
1713068,pos,pos
1691248,pos,pos
1163204,pos,pos
1042114,pos,pos
1224560,pos,pos
1163202,pos,pos
938498,pos,pos
1137611,pos,pos
1592226,pos,pos
938497,pos,pos
1529853,pos,pos
1346419,pos,pos
1346410,pos,pos
1346411,pos,pos
1346416,pos,pos
1346415,pos,pos
576805,pos,pos
1045667,pos,pos
786441,pos,pos
1505799,pos,pos
1144320,pos,pos
1673871,pos,pos
1144323,pos,pos
1673875,pos,pos
1144327,pos,neg
1144328,pos,pos
1516256,pos,pos
709206,pos,pos
709207,pos,pos
1152946,pos,pos
1147679,pos,pos
1147678,pos,pos
1147673,pos,pos
1840370,pos,pos
1469784,pos,pos
1148496,pos,pos
1108476,pos,pos
1148495,pos,pos
1744162,pos,pos
1108473,pos,pos
1736870,pos,pos
1736877,pos,pos
1758397,pos,pos
1736874,pos,pos
1736879,pos,pos
788076,pos,pos
1080508,pos,pos
788072,pos,pos
1800809,pos,pos
1060215,pos,pos
1683027,pos,pos
1683025,pos,pos
760066,pos,pos
1350554,pos,pos
1350557,pos,pos
1350559,pos,pos
1061160,pos,neg
1093970,pos,pos
1781231,pos,neg
1781230,pos,pos
1154462,pos,pos
1385112,pos,pos
1148145,pos,pos
1385110,pos,pos
730525,pos,pos
730524,pos,neg
730523,pos,neg
730520,pos,pos
1770417,pos,pos
938142,pos,pos
1312022,pos,pos
1468250,pos,pos
1468252,pos,pos
954948,pos,pos
1525020,pos,pos
957415,pos,pos
1525026,pos,pos
840931,pos,pos
1231714,pos,pos
1008068,pos,neg
1607166,pos,pos
1708392,pos,pos
1607164,pos,pos
1607165,pos,pos
1607162,pos,pos
1528899,pos,pos
1673126,pos,pos
1673129,pos,pos
1528896,pos,pos
665707,pos,pos
1528892,pos,pos
886541,pos,pos
1302991,pos,pos
886549,pos,pos
1511515,pos,pos
1313085,pos,pos
1667776,pos,pos
1667771,pos,pos
1313082,pos,pos
670306,pos,pos
1313080,pos,pos
631585,pos,neg
1351209,pos,pos
1351204,pos,pos
1351203,pos,pos
1146235,pos,pos
1146236,pos,pos
1607299,pos,pos
877001,pos,pos
1395341,pos,pos
877004,pos,neg
1374792,pos,pos
1395344,pos,pos
1395345,pos,pos
1066306,pos,neg
1100844,neg,pos
1100840,pos,pos
1845944,pos,pos
1845947,pos,pos
1733517,neg,pos
668252,pos,pos
1403593,pos,pos
668257,pos,pos
1013564,pos,pos
1567120,pos,pos
1487038,pos,pos
1487037,pos,pos
806419,pos,pos
1527549,pos,pos
1185782,pos,pos
733386,pos,pos
951812,pos,pos
733382,pos,pos
1191037,pos,pos
733380,pos,pos
951817,pos,pos
1705480,pos,pos
676465,pos,neg
1524080,pos,pos
1414638,pos,neg
1705485,pos,pos
732037,pos,pos
1573776,pos,pos
1196565,pos,pos
732032,pos,pos
1008930,pos,pos
1448127,pos,pos
1671187,pos,pos
1671181,pos,pos
772210,pos,neg
1660205,pos,pos
1671189,pos,pos
899151,pos,neg
1021670,pos,pos
578798,pos,pos
1024001,pos,pos
666974,pos,neg
969679,pos,pos
666978,pos,pos
1444192,pos,pos
1822816,pos,pos
658301,pos,pos
1566986,pos,pos
1016333,pos,pos
1621861,pos,pos
1039236,pos,pos
620761,pos,pos
1039233,neg,pos
878943,pos,pos
1702995,neg,pos
1206773,pos,pos
723783,pos,pos
1152173,pos,pos
1463853,neg,pos
1684851,pos,pos
1523683,pos,pos
1155975,pos,pos
879091,pos,pos
1097573,pos,pos
874065,pos,pos
1073271,pos,pos
1142423,neg,neg
1216188,pos,pos
1747539,pos,pos
646887,pos,pos
837141,pos,pos
875332,pos,pos
1674808,pos,pos
875336,pos,neg
1101073,pos,pos
1523533,pos,pos
1144860,pos,pos
645622,pos,pos
1101075,pos,pos
1052002,pos,pos
1101078,pos,pos
870796,pos,pos
599985,pos,pos
1062532,pos,pos
1191463,pos,pos
1062531,pos,pos
724063,pos,pos
1053721,pos,pos
599988,pos,pos
1214930,pos,pos
1138335,pos,pos
679357,pos,pos
1326362,pos,pos
1326367,pos,pos
1326364,neg,pos
840115,pos,pos
838605,pos,neg
955487,pos,pos
1235798,pos,pos
1336444,pos,pos
1060973,pos,pos
1060976,pos,pos
1786743,pos,pos
1287197,pos,pos
1024181,pos,pos
1833903,pos,pos
1449807,pos,pos
950053,pos,pos
1237130,pos,neg
954573,pos,pos
1157766,pos,pos
950055,pos,pos
954577,pos,pos
1186928,pos,pos
883785,pos,pos
883787,pos,pos
1186923,pos,pos
1564587,pos,pos
1564585,pos,pos
1790757,pos,pos
825408,pos,pos
595180,pos,pos
821581,pos,pos
1443252,pos,pos
980556,pos,pos
825405,pos,pos
1390701,pos,neg
1390700,neg,pos
1390703,pos,pos
1236151,pos,pos
954685,pos,pos
1127275,pos,pos
1811975,pos,pos
954689,pos,pos
1794448,pos,pos
1827578,pos,pos
1532701,pos,pos
643708,pos,pos
1590659,pos,pos
725338,pos,pos
814550,pos,pos
699055,pos,pos
1166000,pos,pos
814557,pos,pos
1609071,pos,pos
1735380,pos,pos
1101923,pos,pos
1589823,pos,pos
641639,pos,pos
1040040,pos,pos
1394280,pos,pos
812257,pos,pos
1394284,pos,pos
641633,pos,pos
1637259,pos,pos
1710595,pos,pos
1337313,pos,pos
660505,pos,pos
1280648,pos,pos
1637254,pos,pos
763923,pos,pos
763922,pos,pos
1388650,pos,pos
976432,neg,pos
967808,pos,pos
644287,pos,pos
763929,pos,pos
1570459,pos,pos
1088581,neg,neg
988724,pos,pos
1683310,pos,pos
1193044,pos,pos
1570453,pos,pos
1015025,pos,pos
1194210,pos,pos
1194212,pos,pos
1571320,pos,pos
1576117,pos,pos
1093480,pos,pos
721540,pos,pos
1093484,pos,pos
1093485,pos,neg
903386,pos,pos
903388,pos,pos
1671977,pos,pos
896719,pos,pos
1027280,pos,pos
1671978,pos,pos
1820506,pos,neg
961483,pos,pos
714762,pos,pos
1428659,pos,pos
1350617,pos,pos
912343,pos,pos
836554,pos,pos
1810739,pos,pos
1350618,pos,pos
1637477,pos,pos
1399556,pos,pos
1667896,pos,pos
1134874,pos,pos
1167845,pos,pos
1167841,pos,pos
1394130,pos,pos
1394135,pos,pos
714495,pos,pos
861051,pos,pos
861053,pos,pos
729049,pos,neg
861838,pos,pos
762836,pos,pos
1716624,pos,pos
1716626,pos,pos
796539,pos,pos
672337,pos,neg
1113558,pos,pos
952363,pos,pos
1565975,pos,pos
952361,pos,pos
952367,pos,pos
1841524,pos,pos
1565972,pos,pos
952364,pos,pos
1484250,pos,pos
837875,pos,pos
837877,pos,pos
837870,pos,pos
745024,pos,pos
1297948,neg,pos
1011824,pos,pos
1011823,pos,pos
1573892,pos,pos
1829150,pos,pos
753659,pos,neg
1792066,pos,pos
1299605,pos,pos
904814,pos,pos
1821363,pos,pos
781833,pos,pos
618078,pos,neg
1058876,pos,pos
781838,pos,pos
1821369,pos,pos
1058870,pos,pos
909444,pos,pos
619308,pos,pos
909441,pos,pos
995674,pos,pos
619306,pos,pos
1761806,pos,pos
1710735,pos,pos
704253,pos,pos
704254,pos,pos
704258,pos,pos
1395885,pos,neg
993988,pos,pos
1615547,neg,pos
1378614,pos,pos
1646730,pos,neg
1588691,pos,pos
880089,pos,pos
911482,pos,neg
947643,pos,pos
790260,pos,pos
1740912,pos,pos
947646,pos,pos
1459881,pos,pos
790265,pos,pos
947648,pos,neg
947649,pos,pos
865771,pos,pos
1454467,pos,pos
867454,pos,pos
911062,pos,pos
1578223,pos,pos
1578220,pos,pos
1664359,pos,pos
1559157,pos,neg
1805196,pos,pos
1213217,pos,pos
916870,pos,pos
916876,pos,neg
1805190,pos,neg
1013113,pos,pos
960678,pos,pos
1012029,pos,pos
1012028,pos,pos
1012026,pos,pos
797287,pos,pos
960673,pos,pos
1750986,pos,pos
1431474,pos,pos
1431473,pos,neg
1431472,pos,pos
1750981,pos,pos
789453,pos,pos
1552738,pos,pos
887033,pos,pos
694692,pos,pos
1085928,neg,pos
1085926,pos,pos
1464944,pos,pos
1085925,pos,pos
1085922,neg,pos
791545,pos,pos
876517,pos,pos
1117662,pos,pos
1806556,pos,pos
1664155,pos,pos
1664157,pos,pos
1114310,pos,pos
1806551,pos,pos
1124961,neg,pos
1661308,pos,pos
1831676,pos,pos
1148308,pos,pos
1124967,pos,pos
1068181,pos,pos
1068182,pos,neg
1308100,pos,pos
910572,pos,pos
1006679,pos,pos
787075,pos,neg
946338,pos,pos
1686159,pos,pos
694963,pos,pos
1045006,pos,pos
936879,pos,pos
792468,pos,pos
694964,pos,pos
1547964,pos,pos
1045009,neg,pos
1407816,pos,pos
724505,pos,pos
848141,pos,pos
724509,pos,pos
788505,pos,pos
1531117,pos,pos
1407819,pos,pos
690275,pos,pos
843175,pos,pos
699310,pos,neg
1541522,pos,pos
1194934,pos,neg
1450967,pos,pos
1733638,pos,pos
699318,pos,pos
699319,pos,pos
1336161,pos,neg
913162,pos,pos
1798392,neg,pos
1798393,pos,neg
1068453,pos,neg
1194937,pos,pos
1068457,pos,pos
1044023,pos,pos
792461,pos,pos
1372616,pos,neg
1372615,pos,pos
1372610,pos,pos
742608,pos,pos
661860,pos,neg
1401591,pos,pos
1019279,pos,pos
648308,pos,pos
684305,pos,pos
1019271,pos,neg
1349216,pos,pos
1632784,neg,pos
742602,pos,pos
834722,pos,pos
1726981,pos,pos
1819503,pos,pos
1819502,neg,neg
1715152,pos,pos
830030,pos,pos
968706,pos,pos
1803599,pos,pos
725834,pos,pos
1502859,pos,neg
1196110,pos,pos
881061,pos,pos
1502851,pos,pos
999555,pos,pos
999554,neg,pos
999559,pos,pos
999558,pos,pos
1765916,neg,pos
1765910,pos,pos
1384554,pos,pos
812750,pos,pos
1590533,pos,pos
1005755,pos,pos
1374754,pos,pos
1642609,pos,pos
1005977,pos,pos
638325,pos,pos
649399,pos,pos
1560965,pos,pos
766459,pos,pos
766455,pos,pos
766450,pos,neg
780824,pos,pos
780827,pos,pos
1698531,neg,pos
1045043,pos,pos
762525,pos,pos
1005972,neg,pos
762520,pos,pos
1199143,pos,pos
1659082,pos,pos
1339693,pos,pos
1339690,pos,pos
1840433,pos,pos
1301992,pos,pos
1717439,pos,pos
763877,pos,pos
832764,pos,pos
832765,pos,pos
1135134,pos,pos
1135130,pos,pos
1302713,pos,pos
842520,pos,pos
1370509,pos,pos
998202,pos,pos
998203,pos,pos
1796006,pos,pos
868177,pos,pos
1556604,pos,pos
1556605,pos,pos
1732916,pos,pos
956061,pos,pos
1306417,pos,pos
1306412,pos,pos
1306411,pos,pos
665939,pos,neg
1354861,pos,pos
1397013,pos,pos
1397014,pos,pos
1397015,pos,pos
1397018,pos,pos
1028210,pos,pos
875134,pos,pos
707904,pos,pos
875132,pos,pos
1650616,pos,neg
956065,pos,pos
1753478,pos,pos
1109603,pos,pos
784183,pos,pos
1046536,pos,pos
1046533,pos,pos
1696077,neg,pos
884545,pos,pos
1340578,pos,pos
1005713,pos,pos
948964,pos,pos
1340571,pos,pos
905078,pos,pos
1340574,pos,pos
1382649,pos,pos
1453058,pos,pos
1153091,pos,pos
931496,pos,pos
1221435,pos,pos
1225535,pos,pos
1719518,neg,pos
1481003,pos,pos
1654913,pos,pos
1218930,pos,pos
1218932,pos,pos
738000,pos,pos
1551632,pos,pos
1044872,pos,pos
1042325,pos,pos
1128495,pos,pos
907673,pos,pos
907671,pos,pos
1003384,pos,pos
1071761,neg,pos
840467,pos,pos
1484888,pos,pos
840463,pos,pos
1835340,pos,pos
1118363,pos,pos
830857,pos,pos
1835346,pos,pos
756160,pos,pos
824813,pos,pos
651072,pos,neg
651071,pos,neg
1502071,pos,pos
1087151,pos,pos
1735149,pos,pos
1687248,pos,neg
1767420,pos,neg
1469833,pos,pos
1816676,pos,pos
1031787,pos,pos
913231,pos,pos
913236,pos,pos
1439319,pos,pos
1516043,pos,pos
1516041,pos,pos
937606,pos,pos
1149179,pos,pos
1149176,pos,neg
1149174,pos,pos
1009953,pos,pos
1617381,pos,pos
1149170,pos,pos
872597,neg,neg
1105608,pos,pos
1524943,pos,pos
1105607,pos,pos
1527367,pos,neg
1527364,pos,pos
1050259,pos,neg
804293,pos,pos
1063974,pos,pos
1015221,pos,pos
1015223,pos,pos
1015225,pos,neg
730283,pos,neg
899832,pos,pos
730287,pos,neg
1060402,pos,pos
1452097,pos,pos
1685791,pos,pos
1210833,pos,pos
1043053,pos,neg
1038171,pos,pos
775944,pos,pos
847112,pos,pos
1119098,pos,pos
1119099,pos,pos
666352,pos,neg
877383,pos,pos
1311786,pos,neg
1369970,pos,pos
1369976,pos,pos
1369977,pos,pos
738562,pos,pos
737393,pos,pos
912181,pos,pos
1834121,pos,pos
1834126,pos,pos
